fips,county_population_16gr,2004-2020_dem_wins,name,State,Votes,Abbreviation,state_population,elec_vote_proportion
30111,125538,0,Yellowstone County,montana,3,MT,1062330,0.354516958
31001,24968,0,Adams County,nebraska,5,NE,1932549,0.064598621
31003,5028,0,Antelope County,nebraska,5,NE,1932549,0.013008726
31005,315,0,Arthur County,nebraska,5,NE,1932549,0.000814986
31007,579,0,Banner County,nebraska,5,NE,1932549,0.001498022
31009,378,0,Blaine County,nebraska,5,NE,1932549,0.000977983
31011,4201,0,Boone County,nebraska,5,NE,1932549,0.010869065
31013,8493,0,Box Butte County,nebraska,5,NE,1932549,0.02197357
31015,1614,0,Boyd County,nebraska,5,NE,1932549,0.004175832
31017,2471,0,Brown County,nebraska,5,NE,1932549,0.006393111
31019,38785,0,Buffalo County,nebraska,5,NE,1932549,0.100346744
31021,5195,0,Burt County,nebraska,5,NE,1932549,0.013440798
31023,6393,0,Butler County,nebraska,5,NE,1932549,0.016540331
31025,20326,0,Cass County,nebraska,5,NE,1932549,0.052588576
31027,6634,0,Cedar County,nebraska,5,NE,1932549,0.01716386
31029,3031,0,Chase County,nebraska,5,NE,1932549,0.007841975
31031,4619,0,Cherry County,nebraska,5,NE,1932549,0.011950538
31033,7610,0,Cheyenne County,nebraska,5,NE,1932549,0.019689022
31035,4857,0,Clay County,nebraska,5,NE,1932549,0.012566305
31037,7796,0,Colfax County,nebraska,5,NE,1932549,0.020170252
31039,6995,0,Cuming County,nebraska,5,NE,1932549,0.018097859
31041,8528,0,Custer County,nebraska,5,NE,1932549,0.022064124
31043,14761,0,Dakota County,nebraska,5,NE,1932549,0.038190493
31045,7453,0,Dawes County,nebraska,5,NE,1932549,0.019282823
31047,18054,0,Dawson County,nebraska,5,NE,1932549,0.046710329
31049,1491,0,Deuel County,nebraska,5,NE,1932549,0.003857599
31051,4428,0,Dixon County,nebraska,5,NE,1932549,0.011456372
31053,28803,0,Dodge County,nebraska,5,NE,1932549,0.07452075
31055,431604,2,Douglas County,nebraska,5,NE,1932549,1.116670263
31057,1500,0,Dundy County,nebraska,5,NE,1932549,0.003880885
31059,4579,0,Fillmore County,nebraska,5,NE,1932549,0.011847048
31061,2503,0,Franklin County,nebraska,5,NE,1932549,0.006475903
31063,2206,0,Frontier County,nebraska,5,NE,1932549,0.005707488
31065,3836,0,Furnas County,nebraska,5,NE,1932549,0.009924716
31067,17230,0,Gage County,nebraska,5,NE,1932549,0.04457843
31069,1544,0,Garden County,nebraska,5,NE,1932549,0.003994724
31071,1647,0,Garfield County,nebraska,5,NE,1932549,0.004261211
31073,1708,0,Gosper County,nebraska,5,NE,1932549,0.004419034
31075,573,0,Grant County,nebraska,5,NE,1932549,0.001482498
31077,1884,0,Greeley County,nebraska,5,NE,1932549,0.004874391
31079,46363,0,Hall County,nebraska,5,NE,1932549,0.119952974
31081,7371,0,Hamilton County,nebraska,5,NE,1932549,0.019070668
31083,2688,0,Harlan County,nebraska,5,NE,1932549,0.006954546
31085,722,0,Hayes County,nebraska,5,NE,1932549,0.001867999
31087,2240,0,Hitchcock County,nebraska,5,NE,1932549,0.005795455
31089,7900,0,Holt County,nebraska,5,NE,1932549,0.020439327
31091,601,0,Hooker County,nebraska,5,NE,1932549,0.001554941
31093,5010,0,Howard County,nebraska,5,NE,1932549,0.012962155
31095,5733,0,Jefferson County,nebraska,5,NE,1932549,0.014832742
31097,4324,0,Johnson County,nebraska,5,NE,1932549,0.011187297
31099,5075,0,Kearney County,nebraska,5,NE,1932549,0.013130327
31101,6615,0,Keith County,nebraska,5,NE,1932549,0.017114702
31103,598,0,Keya Paha County,nebraska,5,NE,1932549,0.001547179
31105,2944,0,Kimball County,nebraska,5,NE,1932549,0.007616883
31107,6667,0,Knox County,nebraska,5,NE,1932549,0.017249239
31109,248862,2,Lancaster County,nebraska,5,NE,1932549,0.643869832
31111,27833,0,Lincoln County,nebraska,5,NE,1932549,0.072011111
31113,715,0,Logan County,nebraska,5,NE,1932549,0.001849888
31115,523,0,Loup County,nebraska,5,NE,1932549,0.001353135
31117,342,0,McPherson County,nebraska,5,NE,1932549,0.000884842
31119,27124,0,Madison County,nebraska,5,NE,1932549,0.070176746
31121,6288,0,Merrick County,nebraska,5,NE,1932549,0.016268669
31123,3779,0,Morrill County,nebraska,5,NE,1932549,0.009777242
31125,2842,0,Nance County,nebraska,5,NE,1932549,0.007352983
31127,5700,0,Nemaha County,nebraska,5,NE,1932549,0.014747362
31129,3476,0,Nuckolls County,nebraska,5,NE,1932549,0.008993304
31131,12565,0,Otoe County,nebraska,5,NE,1932549,0.032508878
31133,2162,0,Pawnee County,nebraska,5,NE,1932549,0.005593649
31135,2245,0,Perkins County,nebraska,5,NE,1932549,0.005808391
31137,7189,0,Phelps County,nebraska,5,NE,1932549,0.018599787
31139,5609,0,Pierce County,nebraska,5,NE,1932549,0.014511922
31141,25499,0,Platte County,nebraska,5,NE,1932549,0.065972454
31143,4193,0,Polk County,nebraska,5,NE,1932549,0.010848367
31145,8705,0,Red Willow County,nebraska,5,NE,1932549,0.022522068
31147,6455,0,Richardson County,nebraska,5,NE,1932549,0.016700741
31149,1172,0,Rock County,nebraska,5,NE,1932549,0.003032265
31151,11087,1,Saline County,nebraska,5,NE,1932549,0.028684913
31153,136562,0,Sarpy County,nebraska,5,NE,1932549,0.353320925
31155,16625,0,Saunders County,nebraska,5,NE,1932549,0.04301314
31157,28048,0,Scotts Bluff County,nebraska,5,NE,1932549,0.072567371
31159,13612,0,Seward County,nebraska,5,NE,1932549,0.035217736
31161,4190,0,Sheridan County,nebraska,5,NE,1932549,0.010840605
31163,2475,0,Sherman County,nebraska,5,NE,1932549,0.00640346
31165,966,0,Sioux County,nebraska,5,NE,1932549,0.00249929
31167,4627,0,Stanton County,nebraska,5,NE,1932549,0.011971236
31169,4022,0,Thayer County,nebraska,5,NE,1932549,0.010405946
31171,523,0,Thomas County,nebraska,5,NE,1932549,0.001353135
31173,4878,3,Thurston County,nebraska,5,NE,1932549,0.012620637
31175,3367,0,Valley County,nebraska,5,NE,1932549,0.008711293
31177,15995,0,Washington County,nebraska,5,NE,1932549,0.041383168
31179,7683,0,Wayne County,nebraska,5,NE,1932549,0.019877892
31181,2783,0,Webster County,nebraska,5,NE,1932549,0.007200335
31183,644,0,Wheeler County,nebraska,5,NE,1932549,0.001666193
31185,10950,0,York County,nebraska,5,NE,1932549,0.028330459
32001,19174,0,Churchill County,nevada,6,NV,3056824,0.03763514
32003,1727250,4,Clark County,nevada,6,NV,3056824,3.39028351
32005,40985,0,Douglas County,nevada,6,NV,3056824,0.080446241
32007,39591,0,Elko County,nevada,6,NV,3056824,0.077710068
32009,816,0,Esmeralda County,nevada,6,NV,3056824,0.001601662
32011,1459,0,Eureka County,nevada,6,NV,3056824,0.002863757
32013,12782,0,Humboldt County,nevada,6,NV,3056824,0.025088785
32015,4282,0,Lander County,nevada,6,NV,3056824,0.008404802
32017,4416,0,Lincoln County,nevada,6,NV,3056824,0.00866782
32019,43982,0,Lyon County,nevada,6,NV,3056824,0.086328817
32021,3743,0,Mineral County,nevada,6,NV,3056824,0.007346841
32023,37674,0,Nye County,nevada,6,NV,3056824,0.073947339
32027,5650,0,Pershing County,nevada,6,NV,3056824,0.011089942
32029,3388,0,Storey County,nevada,6,NV,3056824,0.006650039
32031,368389,3,Washoe County,nevada,6,NV,3056824,0.723081865
32033,7877,0,White Pine County,nevada,6,NV,3056824,0.015461145
32510,44940,1,Carson City,nevada,6,NV,3056824,0.0882092
33001,51021,1,Belknap County,new hampshire,4,NH,1350575,0.151108972
33003,41609,1,Carroll County,new hampshire,4,NH,1350575,0.123233438
33005,64043,4,Cheshire County,new hampshire,4,NH,1350575,0.189676249
33007,27228,3,Coos County,new hampshire,4,NH,1350575,0.080641208
33009,77024,4,Grafton County,new hampshire,4,NH,1350575,0.228122096
33011,338329,2,Hillsborough County,new hampshire,4,NH,1350575,1.002029506
33013,124603,4,Merrimack County,new hampshire,4,NH,1350575,0.369036892
33015,254152,1,Rockingham County,new hampshire,4,NH,1350575,0.752722359
33017,107711,4,Strafford County,new hampshire,4,NH,1350575,0.31900783
33019,35939,3,Sullivan County,new hampshire,4,NH,1350575,0.10644059
34001,215890,4,Atlantic County,new jersey,14,NJ,9032872,0.334606756
34003,756941,4,Bergen County,new jersey,14,NJ,9032872,1.173178807
34005,363595,4,Burlington County,new jersey,14,NJ,9032872,0.563533946
34007,404326,4,Camden County,new jersey,14,NJ,9032872,0.626662705
34009,78754,0,Cape May County,new jersey,14,NJ,9032872,0.122060403
34011,119686,4,Cumberland County,new jersey,14,NJ,9032872,0.185500691
34013,626239,4,Essex County,new jersey,14,NJ,9032872,0.970604477
34015,234655,3,Gloucester County,new jersey,14,NJ,9032872,0.363690529
34017,545299,4,Hudson County,new jersey,14,NJ,9032872,0.845156004
34019,103908,0,Hunterdon County,new jersey,14,NJ,9032872,0.161046453
34021,298481,4,Mercer County,new jersey,14,NJ,9032872,0.462614105
34023,666514,4,Middlesex County,new jersey,14,NJ,9032872,1.033026484
34025,506509,0,Monmouth County,new jersey,14,NJ,9032872,0.78503559
34027,401988,0,Morris County,new jersey,14,NJ,9032872,0.623039051
34029,468849,0,Ocean County,new jersey,14,NJ,9032872,0.726666557
34031,396308,4,Passaic County,new jersey,14,NJ,9032872,0.61423565
34033,51167,2,Salem County,new jersey,14,NJ,9032872,0.07930346
34035,266161,3,Somerset County,new jersey,14,NJ,9032872,0.41252151
34037,117108,0,Sussex County,new jersey,14,NJ,9032872,0.181505063
34039,438306,4,Union County,new jersey,14,NJ,9032872,0.679328125
34041,87625,0,Warren County,new jersey,14,NJ,9032872,0.135809519
35001,545653,4,Bernalillo County,new mexico,5,NM,2090708,1.304947893
35003,3143,0,Catron County,new mexico,5,NM,2090708,0.007516592
35005,50128,0,Chaves County,new mexico,5,NM,2090708,0.119882834
35006,21370,4,Cibola County,new mexico,5,NM,2090708,0.051107089
35007,10196,2,Colfax County,new mexico,5,NM,2090708,0.024384084
35009,37924,0,Curry County,new mexico,5,NM,2090708,0.090696549
35011,1482,0,De Baca County,new mexico,5,NM,2090708,0.003544254
35013,168734,4,Do̱a Ana County,new mexico,5,NM,2090708,0.403533157
35015,44220,0,Eddy County,new mexico,5,NM,2090708,0.105753649
35017,22639,4,Grant County,new mexico,5,NM,2090708,0.054141946
35019,3625,4,Guadalupe County,new mexico,5,NM,2090708,0.008669312
35021,383,0,Harding County,new mexico,5,NM,2090708,0.000915958
35023,3454,2,Hidalgo County,new mexico,5,NM,2090708,0.00826036
35025,51389,0,Lea County,new mexico,5,NM,2090708,0.122898559
35027,16401,0,Lincoln County,new mexico,5,NM,2090708,0.039223555
35028,14864,3,Los Alamos County,new mexico,5,NM,2090708,0.035547767
35029,18265,1,Luna County,new mexico,5,NM,2090708,0.043681375
35031,53804,4,McKinley County,new mexico,5,NM,2090708,0.128674114
35033,4029,4,Mora County,new mexico,5,NM,2090708,0.009635492
35035,52420,0,Otero County,new mexico,5,NM,2090708,0.125364231
35037,6573,0,Quay County,new mexico,5,NM,2090708,0.015719555
35039,31098,4,Rio Arriba County,new mexico,5,NM,2090708,0.074371935
35041,14778,0,Roosevelt County,new mexico,5,NM,2090708,0.035342095
35043,113104,3,Sandoval County,new mexico,5,NM,2090708,0.270492101
35045,96472,0,San Juan County,new mexico,5,NM,2090708,0.230716102
35047,23387,4,San Miguel County,new mexico,5,NM,2090708,0.055930814
35049,125470,4,Santa Fe County,new mexico,5,NM,2090708,0.300065815
35051,9486,0,Sierra County,new mexico,5,NM,2090708,0.022686095
35053,13337,4,Socorro County,new mexico,5,NM,2090708,0.031895894
35055,27558,4,Taos County,new mexico,5,NM,2090708,0.065905904
35057,12585,0,Torrance County,new mexico,5,NM,2090708,0.03009746
35059,3355,0,Union County,new mexico,5,NM,2090708,0.008023598
35061,60320,2,Valencia County,new mexico,5,NM,2090708,0.144257352
36001,257164,4,Albany County,new york,29,NY,19862512,0.375468924
36003,38380,0,Allegany County,new york,29,NY,19862512,0.056036215
36005,1115899,4,Bronx County,new york,29,NY,19862512,1.629253692
36007,160294,3,Broome County,new york,29,NY,19862512,0.234035151
36009,61926,0,Cattaraugus County,new york,29,NY,19862512,0.090414244
36011,64074,3,Cayuga County,new york,29,NY,19862512,0.093550403
36013,105397,1,Chautauqua County,new york,29,NY,19862512,0.153883507
36015,68786,1,Chemung County,new york,29,NY,19862512,0.100430097
36017,39152,0,Chenango County,new york,29,NY,19862512,0.057163364
36019,67584,4,Clinton County,new york,29,NY,19862512,0.098675132
36021,51132,4,Columbia County,new york,29,NY,19862512,0.074654606
36023,39892,2,Cortland County,new york,29,NY,19862512,0.058243791
36025,38540,0,Delaware County,new york,29,NY,19862512,0.056269821
36027,245106,3,Dutchess County,new york,29,NY,19862512,0.357863799
36029,754721,4,Erie County,new york,29,NY,19862512,1.101920492
36031,32150,2,Essex County,new york,29,NY,19862512,0.046940186
36033,41669,3,Franklin County,new york,29,NY,19862512,0.060838277
36035,43949,0,Fulton County,new york,29,NY,19862512,0.064167161
36037,47515,0,Genesee County,new york,29,NY,19862512,0.069373652
36039,40530,0,Greene County,new york,29,NY,19862512,0.059175295
36041,3968,0,Hamilton County,new york,29,NY,19862512,0.005793426
36043,50824,0,Herkimer County,new york,29,NY,19862512,0.074204914
36045,88137,0,Jefferson County,new york,29,NY,19862512,0.12868327
36047,2054543,4,Kings County,new york,29,NY,19862512,2.999708546
36049,21092,0,Lewis County,new york,29,NY,19862512,0.030795098
36051,53763,0,Livingston County,new york,29,NY,19862512,0.078495963
36053,59117,2,Madison County,new york,29,NY,19862512,0.086313
36055,605596,4,Monroe County,new york,29,NY,19862512,0.884192493
36057,39377,1,Montgomery County,new york,29,NY,19862512,0.057491872
36059,1099386,4,Nassau County,new york,29,NY,19862512,1.605144103
36061,1419566,4,New York County,new york,29,NY,19862512,2.07261871
36063,173556,3,Niagara County,new york,29,NY,19862512,0.25339816
36065,186606,0,Oneida County,new york,29,NY,19862512,0.272451642
36067,375795,4,Onondaga County,new york,29,NY,19862512,0.548674558
36069,89843,1,Ontario County,new york,29,NY,19862512,0.131174093
36071,294438,2,Orange County,new york,29,NY,19862512,0.429890338
36073,33908,0,Orleans County,new york,29,NY,19862512,0.04950693
36075,96463,2,Oswego County,new york,29,NY,19862512,0.140839537
36077,51507,2,Otsego County,new york,29,NY,19862512,0.075202119
36079,81776,0,Putnam County,new york,29,NY,19862512,0.119395976
36081,1873839,4,Queens County,new york,29,NY,19862512,2.735874043
36083,131807,3,Rensselaer County,new york,29,NY,19862512,0.192443081
36085,383002,1,Richmond County,new york,29,NY,19862512,0.559197044
36087,243288,4,Rockland County,new york,29,NY,19862512,0.355209452
36089,89297,3,St. Lawrence County,new york,29,NY,19862512,0.130376913
36091,188323,2,Saratoga County,new york,29,NY,19862512,0.274958525
36093,125363,4,Schenectady County,new york,29,NY,19862512,0.183034603
36095,26430,0,Schoharie County,new york,29,NY,19862512,0.038588775
36097,14912,0,Schuyler County,new york,29,NY,19862512,0.02177207
36099,28371,2,Seneca County,new york,29,NY,19862512,0.041422706
36101,78030,0,Steuben County,new york,29,NY,19862512,0.113926678
36103,1206649,3,Suffolk County,new york,29,NY,19862512,1.761752038
36105,61237,3,Sullivan County,new york,29,NY,19862512,0.089408278
36107,39740,0,Tioga County,new york,29,NY,19862512,0.058021866
36109,89222,4,Tompkins County,new york,29,NY,19862512,0.13026741
36111,150819,4,Ulster County,new york,29,NY,19862512,0.220201302
36113,54155,2,Warren County,new york,29,NY,19862512,0.079068297
36115,51368,2,Washington County,new york,29,NY,19862512,0.074999174
36117,73379,0,Wayne County,new york,29,NY,19862512,0.107136046
36119,780528,4,Westchester County,new york,29,NY,19862512,1.139599664
36121,33201,0,Wyoming County,new york,29,NY,19862512,0.048474684
36123,20163,0,Yates County,new york,29,NY,19862512,0.029438724
37001,130926,0,Alamance County,north carolina,15,NC,10390149,0.189014614
37003,30631,0,Alexander County,north carolina,15,NC,10390149,0.044221214
37005,9348,0,Alleghany County,north carolina,15,NC,10390149,0.013495475
37007,20733,4,Anson County,north carolina,15,NC,10390149,0.029931717
37009,22647,0,Ashe County,north carolina,15,NC,10390149,0.032694911
37011,15324,0,Avery County,north carolina,15,NC,10390149,0.022122878
37013,38703,0,Beaufort County,north carolina,15,NC,10390149,0.05587456
37015,16388,4,Bertie County,north carolina,15,NC,10390149,0.023658948
37017,27269,2,Bladen County,north carolina,15,NC,10390149,0.039367578
37019,113723,0,Brunswick County,north carolina,15,NC,10390149,0.16417907
37021,214170,3,Buncombe County,north carolina,15,NC,10390149,0.309191909
37023,75140,0,Burke County,north carolina,15,NC,10390149,0.108477751
37025,159767,0,Cabarrus County,north carolina,15,NC,10390149,0.230651649
37027,67309,0,Caldwell County,north carolina,15,NC,10390149,0.097172331
37029,8355,0,Camden County,north carolina,15,NC,10390149,0.012061906
37031,58319,0,Carteret County,north carolina,15,NC,10390149,0.084193692
37033,18916,1,Caswell County,north carolina,15,NC,10390149,0.027308559
37035,126925,0,Catawba County,north carolina,15,NC,10390149,0.183238469
37037,58700,4,Chatham County,north carolina,15,NC,10390149,0.084743732
37039,23734,0,Cherokee County,north carolina,15,NC,10390149,0.034264186
37041,11625,0,Chowan County,north carolina,15,NC,10390149,0.016782724
37043,9142,0,Clay County,north carolina,15,NC,10390149,0.013198078
37045,78747,0,Cleveland County,north carolina,15,NC,10390149,0.113685088
37047,45719,0,Columbus County,north carolina,15,NC,10390149,0.066003385
37049,82449,0,Craven County,north carolina,15,NC,10390149,0.119029573
37051,258949,3,Cumberland County,north carolina,15,NC,10390149,0.373838239
37053,21193,0,Currituck County,north carolina,15,NC,10390149,0.030595808
37055,30068,0,Dare County,north carolina,15,NC,10390149,0.043408425
37057,133320,0,Davidson County,north carolina,15,NC,10390149,0.192470772
37059,34578,0,Davie County,north carolina,15,NC,10390149,0.0499194
37061,46364,0,Duplin County,north carolina,15,NC,10390149,0.066934555
37063,252012,4,Durham County,north carolina,15,NC,10390149,0.363823464
37065,42168,4,Edgecombe County,north carolina,15,NC,10390149,0.060876894
37067,298554,3,Forsyth County,north carolina,15,NC,10390149,0.431014993
37069,53488,0,Franklin County,north carolina,15,NC,10390149,0.077219297
37071,175531,0,Gaston County,north carolina,15,NC,10390149,0.253409744
37073,9458,3,Gates County,north carolina,15,NC,10390149,0.01365428
37075,7007,0,Graham County,north carolina,15,NC,10390149,0.010115832
37077,48718,2,Granville County,north carolina,15,NC,10390149,0.070332966
37079,17241,0,Greene County,north carolina,15,NC,10390149,0.024890403
37081,423603,4,Guilford County,north carolina,15,NC,10390149,0.611545128
37083,41487,4,Halifax County,north carolina,15,NC,10390149,0.059893751
37085,100866,0,Harnett County,north carolina,15,NC,10390149,0.145617738
37087,51374,0,Haywood County,north carolina,15,NC,10390149,0.074167368
37089,95607,0,Henderson County,north carolina,15,NC,10390149,0.138025451
37091,20015,4,Hertford County,north carolina,15,NC,10390149,0.028895158
37093,40490,4,Hoke County,north carolina,15,NC,10390149,0.058454407
37095,4247,1,Hyde County,north carolina,15,NC,10390149,0.006131288
37097,139790,0,Iredell County,north carolina,15,NC,10390149,0.20181135
37099,36660,1,Jackson County,north carolina,15,NC,10390149,0.052925131
37101,152074,0,Johnston County,north carolina,15,NC,10390149,0.219545456
37103,8033,0,Jones County,north carolina,15,NC,10390149,0.011597043
37105,47170,0,Lee County,north carolina,15,NC,10390149,0.068098157
37107,45461,0,Lenoir County,north carolina,15,NC,10390149,0.065630916
37109,67497,0,Lincoln County,north carolina,15,NC,10390149,0.097443742
37111,37089,0,McDowell County,north carolina,15,NC,10390149,0.053544468
37113,29129,0,Macon County,north carolina,15,NC,10390149,0.042052814
37115,18002,0,Madison County,north carolina,15,NC,10390149,0.02598904
37117,18785,2,Martin County,north carolina,15,NC,10390149,0.027119438
37119,845765,4,Mecklenburg County,north carolina,15,NC,10390149,1.22100992
37121,12595,0,Mitchell County,north carolina,15,NC,10390149,0.018183089
37123,21880,0,Montgomery County,north carolina,15,NC,10390149,0.031587612
37125,78722,0,Moore County,north carolina,15,NC,10390149,0.113648996
37127,75767,1,Nash County,north carolina,15,NC,10390149,0.109382936
37129,190027,0,New Hanover County,north carolina,15,NC,10390149,0.274337259
37131,16780,4,Northampton County,north carolina,15,NC,10390149,0.024224869
37133,151325,0,Onslow County,north carolina,15,NC,10390149,0.218464143
37135,119973,4,Orange County,north carolina,15,NC,10390149,0.17320204
37137,11073,0,Pamlico County,north carolina,15,NC,10390149,0.015985815
37139,31468,4,Pasquotank County,north carolina,15,NC,10390149,0.04542957
37141,48717,0,Pender County,north carolina,15,NC,10390149,0.070331523
37143,11150,0,Perquimans County,north carolina,15,NC,10390149,0.016096978
37145,32117,0,Person County,north carolina,15,NC,10390149,0.046366515
37147,144334,3,Pitt County,north carolina,15,NC,10390149,0.20837141
37149,17595,0,Polk County,north carolina,15,NC,10390149,0.025401464
37151,114673,0,Randolph County,north carolina,15,NC,10390149,0.165550561
37153,35986,3,Richmond County,north carolina,15,NC,10390149,0.051952094
37155,103205,3,Robeson County,north carolina,15,NC,10390149,0.148994495
37157,74724,0,Rockingham County,north carolina,15,NC,10390149,0.107877183
37159,112730,0,Rowan County,north carolina,15,NC,10390149,0.162745501
37161,54469,0,Rutherford County,north carolina,15,NC,10390149,0.078635542
37163,49530,0,Sampson County,north carolina,15,NC,10390149,0.071505231
37165,27760,4,Scotland County,north carolina,15,NC,10390149,0.040076422
37167,49762,0,Stanly County,north carolina,15,NC,10390149,0.071840163
37169,38029,0,Stokes County,north carolina,15,NC,10390149,0.054901523
37171,58469,0,Surry County,north carolina,15,NC,10390149,0.084410243
37173,11294,0,Swain County,north carolina,15,NC,10390149,0.016304867
37175,28892,0,Transylvania County,north carolina,15,NC,10390149,0.041710663
37177,3560,0,Tyrrell County,north carolina,15,NC,10390149,0.005139484
37179,176510,0,Union County,north carolina,15,NC,10390149,0.254823102
37181,35182,4,Vance County,north carolina,15,NC,10390149,0.050791379
37183,839510,3,Wake County,north carolina,15,NC,10390149,1.211979732
37185,16759,4,Warren County,north carolina,15,NC,10390149,0.024194552
37187,9793,4,Washington County,north carolina,15,NC,10390149,0.014137911
37189,48803,2,Watauga County,north carolina,15,NC,10390149,0.070455679
37191,97607,0,Wayne County,north carolina,15,NC,10390149,0.140912801
37193,55949,0,Wilkes County,north carolina,15,NC,10390149,0.080772181
37195,64647,3,Wilson County,north carolina,15,NC,10390149,0.093329268
37197,30719,0,Yadkin County,north carolina,15,NC,10390149,0.044348257
37199,14861,0,Yancey County,north carolina,15,NC,10390149,0.021454457
38001,1889,0,Adams County,north dakota,3,ND,755238,0.007503595
38003,8893,0,Barnes County,north dakota,3,ND,755238,0.035325288
38005,4694,3,Benson County,north dakota,3,ND,755238,0.018645778
38007,740,0,Billings County,north dakota,3,ND,755238,0.002939471
38009,5294,0,Bottineau County,north dakota,3,ND,755238,0.021029133
38011,2463,0,Bowman County,north dakota,3,ND,755238,0.009783671
38013,1608,0,Burke County,north dakota,3,ND,755238,0.00638739
38015,75106,0,Burleigh County,north dakota,3,ND,755238,0.298340391
38017,141129,1,Cass County,north dakota,3,ND,755238,0.560600764
38019,3060,0,Cavalier County,north dakota,3,ND,755238,0.012155109
38021,3930,0,Dickey County,north dakota,3,ND,755238,0.015610973
38023,1965,0,Divide County,north dakota,3,ND,755238,0.007805486
38025,3473,0,Dunn County,north dakota,3,ND,755238,0.013795651
38027,1897,1,Eddy County,north dakota,3,ND,755238,0.007535373
38029,2727,0,Emmons County,north dakota,3,ND,755238,0.010832347
38031,2609,0,Foster County,north dakota,3,ND,755238,0.01036362
38033,1511,0,Golden Valley County,north dakota,3,ND,755238,0.006002081
38035,56998,1,Grand Forks County,north dakota,3,ND,755238,0.226410747
38037,1925,0,Grant County,north dakota,3,ND,755238,0.007646596
38039,1955,0,Griggs County,north dakota,3,ND,755238,0.007765764
38041,2065,0,Hettinger County,north dakota,3,ND,755238,0.008202712
38043,2018,0,Kidder County,north dakota,3,ND,755238,0.008016016
38045,3332,0,LaMoure County,north dakota,3,ND,755238,0.013235563
38047,1550,0,Logan County,north dakota,3,ND,755238,0.006157
38049,4626,0,McHenry County,north dakota,3,ND,755238,0.018375664
38051,2187,0,McIntosh County,north dakota,3,ND,755238,0.008687328
38053,9480,0,McKenzie County,north dakota,3,ND,755238,0.037657003
38055,7710,0,McLean County,north dakota,3,ND,755238,0.030626107
38057,6776,0,Mercer County,north dakota,3,ND,755238,0.026916019
38059,24831,0,Morton County,north dakota,3,ND,755238,0.098635132
38061,7847,1,Mountrail County,north dakota,3,ND,755238,0.031170307
38063,2418,1,Nelson County,north dakota,3,ND,755238,0.009604919
38065,1391,0,Oliver County,north dakota,3,ND,755238,0.005525411
38067,5661,0,Pembina County,north dakota,3,ND,755238,0.022486951
38069,3327,0,Pierce County,north dakota,3,ND,755238,0.013215702
38071,9300,0,Ramsey County,north dakota,3,ND,755238,0.036941997
38073,4365,2,Ransom County,north dakota,3,ND,755238,0.017338905
38075,1872,0,Renville County,north dakota,3,ND,755238,0.007436067
38077,13142,0,Richland County,north dakota,3,ND,755238,0.052203411
38079,10096,4,Rolette County,north dakota,3,ND,755238,0.040103914
38081,3185,2,Sargent County,north dakota,3,ND,755238,0.012651641
38083,1204,0,Sheridan County,north dakota,3,ND,755238,0.004782598
38085,2965,4,Sioux County,north dakota,3,ND,755238,0.011777744
38087,612,0,Slope County,north dakota,3,ND,755238,0.002431022
38089,23749,0,Stark County,north dakota,3,ND,755238,0.094337149
38091,1429,3,Steele County,north dakota,3,ND,755238,0.005676356
38093,17225,0,Stutsman County,north dakota,3,ND,755238,0.06842214
38095,1778,1,Towner County,north dakota,3,ND,755238,0.007062674
38097,6467,1,Traill County,north dakota,3,ND,755238,0.025688591
38099,8566,0,Walsh County,north dakota,3,ND,755238,0.03402636
38101,53995,0,Ward County,north dakota,3,ND,755238,0.214482057
38103,3193,0,Wells County,north dakota,3,ND,755238,0.012683419
38105,26043,0,Williams County,north dakota,3,ND,755238,0.103449509
39001,21808,0,Adams County,ohio,18,OH,11694664,0.033566078
39003,82102,0,Allen County,ohio,18,OH,11694664,0.126368402
39005,42900,0,Ashland County,ohio,18,OH,11694664,0.066030114
39007,78853,3,Ashtabula County,ohio,18,OH,11694664,0.12136766
39009,57409,4,Athens County,ohio,18,OH,11694664,0.088361838
39011,36050,0,Auglaize County,ohio,18,OH,11694664,0.055486844
39013,56646,2,Belmont County,ohio,18,OH,11694664,0.087187456
39015,34824,0,Brown County,ohio,18,OH,11694664,0.05359983
39017,300636,0,Butler County,ohio,18,OH,11694664,0.462727959
39019,22402,0,Carroll County,ohio,18,OH,11694664,0.034480341
39021,31345,0,Champaign County,ohio,18,OH,11694664,0.04824508
39023,108131,0,Clark County,ohio,18,OH,11694664,0.166431289
39025,161992,0,Clermont County,ohio,18,OH,11694664,0.249332174
39027,33281,0,Clinton County,ohio,18,OH,11694664,0.051224901
39029,84499,0,Columbiana County,ohio,18,OH,11694664,0.130057777
39031,28823,0,Coshocton County,ohio,18,OH,11694664,0.04436331
39033,33706,0,Crawford County,ohio,18,OH,11694664,0.051879045
39035,1017354,4,Cuyahoga County,ohio,18,OH,11694664,1.565874146
39037,40635,0,Darke County,ohio,18,OH,11694664,0.062543909
39039,30495,0,Defiance County,ohio,18,OH,11694664,0.046936791
39041,153408,0,Delaware County,ohio,18,OH,11694664,0.236119995
39043,61552,3,Erie County,ohio,18,OH,11694664,0.094738592
39045,121887,0,Fairfield County,ohio,18,OH,11694664,0.187604022
39047,22646,0,Fayette County,ohio,18,OH,11694664,0.034855897
39049,1019324,4,Franklin County,ohio,18,OH,11694664,1.568906298
